"File","Line","Column","Severity","Rule","Message"
"app\assignments\exam\[assignmentId]\page.tsx","630","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has missing dependencies: 'beginFullscreenCountdown', 'logIncident', 'resolveFullscreenExit', and 'terminateForIntegrity'. Either include them or remove the dependency array."
"app\revision-plan\page.tsx","25","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'load'. Either include it or remove the dependency array."
"app\teacher\classes\page.tsx","213","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'loadClasses'. Either include it or remove the dependency array."
"app\teacher\interventions\[interventionId]\page.tsx","36","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'load'. Either include it or remove the dependency array."
"app\teacher\interventions\page.tsx","133","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'load'. Either include it or remove the dependency array."
"components\exam-trainer\ExamQuestionTrainer.tsx","129","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has missing dependencies: 'attempt' and 'submitExam'. Either include them or remove the dependency array."
"components\quiz\QuizPlayer.tsx","392","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'finishQuiz'. Either include it or remove the dependency array."
"components\quiz\QuizPlayer.tsx","525","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has missing dependencies: 'appendIntegrityIncident', 'beginFullscreenCountdown', and 'resolveFullscreenExit'. Either include them or remove the dependency array."
"components\teacher\interventions\InterventionEffectivenessOverview.tsx","113","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'load'. Either include it or remove the dependency array."
"components\teacher\interventions\InterventionImpactCard.tsx","101","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'load'. Either include it or remove the dependency array."
"hooks\useAdaptiveLearning.ts","40","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'refresh'. Either include it or remove the dependency array."
"hooks\useKnowledgeMap.ts","45","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'refresh'. Either include it or remove the dependency array."
"hooks\useStudentAdaptiveAnalytics.ts","70","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'user'. Either include it or remove the dependency array."
"hooks\useTeacherDashboard.ts","85","6","WARNING","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'user'. Either include it or remove the dependency array."
"app\assignments\programming\page.tsx","386","17","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\app\assignments\programming\page.tsx:386:17
  384 |
  385 |   const loadAssignments =
> 386 |     useCallback(async () => {
      |                 ^^^^^^^^^^^^^
> 387 |       if (!user?.uid) {
      | ^^^^^^^^^^^^^^^^^^^^^^^
> 388 |         setAssignments([]);
      â€¦
      | ^^^^^^^^^^^^^^^^^^^^^^^
> 417 |       }
      | ^^^^^^^^^^^^^^^^^^^^^^^
> 418 |     }, [user?.uid]);
      | ^^^^^^ Could not preserve existing manual memoization
  419 |
  420 |   useEffect(() => {
  421 |     void loadAssignments();"
"app\learn\page.tsx","68","28","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `profile.qualification`, but the source dependencies were [profile?.qualification, profile?.examBoard]. Inferred different dependency than source.

C:\Users\cr7ri\cs-platform-clean\app\learn\page.tsx:68:28
  66 |   ]);
  67 |
> 68 |   const coverage = useMemo(() => {
     |                            ^^^^^^^
> 69 |     if (
     | ^^^^^^^^
> 70 |       !profile?.qualification ||
     â€¦
     | ^^^^^^^^
> 79 |     );
     | ^^^^^^^^
> 80 |   }, [
     | ^^^^ Could not preserve existing manual memoization
  81 |     profile?.qualification,
  82 |     profile?.examBoard,
  83 |   ]);"
"app\learn\page.tsx","68","28","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `profile.examBoard`, but the source dependencies were [profile?.qualification, profile?.examBoard]. Inferred different dependency than source.

C:\Users\cr7ri\cs-platform-clean\app\learn\page.tsx:68:28
  66 |   ]);
  67 |
> 68 |   const coverage = useMemo(() => {
     |                            ^^^^^^^
> 69 |     if (
     | ^^^^^^^^
> 70 |       !profile?.qualification ||
     â€¦
     | ^^^^^^^^
> 79 |     );
     | ^^^^^^^^
> 80 |   }, [
     | ^^^^ Could not preserve existing manual memoization
  81 |     profile?.qualification,
  82 |     profile?.examBoard,
  83 |   ]);"
"app\teacher\assignments\[assignmentId]\page.tsx","169","38","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [assignmentId, user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\app\teacher\assignments\[assignmentId]\page.tsx:169:38
  167 |   const [exporting, setExporting] = useState(false);
  168 |
> 169 |   const loadAssignment = useCallback(async () => {
      |                                      ^^^^^^^^^^^^^
> 170 |     if (!assignmentId || !user?.uid) {
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 171 |       return;
      â€¦
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 239 |     }
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 240 |   }, [assignmentId, user?.uid]);
      | ^^^^ Could not preserve existing manual memoization
  241 |
  242 |   useEffect(() => {
  243 |     void loadAssignment();"
"app\teacher\assignments\page.tsx","409","7","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\app\teacher\assignments\page.tsx:409:7
  407 |   const loadAssignments =
  408 |     useCallback(
> 409 |       async () => {
      |       ^^^^^^^^^^^^^
> 410 |         if (!user?.uid) {
      | ^^^^^^^^^^^^^^^^^^^^^^^^^
> 411 |           setSummary(
      â€¦
      | ^^^^^^^^^^^^^^^^^^^^^^^^^
> 447 |         }
      | ^^^^^^^^^^^^^^^^^^^^^^^^^
> 448 |       },
      | ^^^^^^^^ Could not preserve existing manual memoization
  449 |       [user?.uid],
  450 |     );
  451 |"
"app\teacher\programming-assignments\page.tsx","30","39","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\app\teacher\programming-assignments\page.tsx:30:39
  28 |   const [search, setSearch] = useState("""");
  29 |
> 30 |   const loadAssignments = useCallback(async () => {
     |                                       ^^^^^^^^^^^^^
> 31 |     if (!user?.uid) {
     | ^^^^^^^^^^^^^^^^^^^^^
> 32 |       setAssignments([]);
     â€¦
     | ^^^^^^^^^^^^^^^^^^^^^
> 52 |     }
     | ^^^^^^^^^^^^^^^^^^^^^
> 53 |   }, [user?.uid]);
     | ^^^^ Could not preserve existing manual memoization
  54 |
  55 |   useEffect(() => {
  56 |     void loadAssignments();"
"app\teacher\quiz-assignments\[assignmentId]\page.tsx","103","36","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [assignmentId, authLoading, profileReady, user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\app\teacher\quiz-assignments\[assignmentId]\page.tsx:103:36
  101 |   const [expandedStudentId, setExpandedStudentId] = useState<string | null>(null);
  102 |
> 103 |   const loadMarkbook = useCallback(async () => {
      |                                    ^^^^^^^^^^^^^
> 104 |     if (authLoading || !profileReady) return;
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 105 |
      â€¦
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 138 |     }
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 139 |   }, [assignmentId, authLoading, profileReady, user?.uid]);
      | ^^^^ Could not preserve existing manual memoization
  140 |
  141 |   useEffect(() => {
  142 |     void loadMarkbook();"
"app\teacher\quiz-assignments\page.tsx","101","39","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\app\teacher\quiz-assignments\page.tsx:101:39
   99 |   const [searchTerm, setSearchTerm] = useState("""");
  100 |
> 101 |   const loadAssignments = useCallback(async () => {
      |                                       ^^^^^^^^^^^^^
> 102 |     if (!user?.uid) {
      | ^^^^^^^^^^^^^^^^^^^^^
> 103 |       setAssignments([]);
      â€¦
      | ^^^^^^^^^^^^^^^^^^^^^
> 127 |     }
      | ^^^^^^^^^^^^^^^^^^^^^
> 128 |   }, [user?.uid]);
      | ^^^^ Could not preserve existing manual memoization
  129 |
  130 |   useEffect(() => {
  131 |     void loadAssignments();"
"app\teacher\students\[studentId]\page.tsx","119","37","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [studentId, user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\app\teacher\students\[studentId]\page.tsx:119:37
  117 |   const [error, setError] = useState("""");
  118 |
> 119 |   const loadAnalytics = useCallback(async () => {
      |                                     ^^^^^^^^^^^^^
> 120 |     if (!studentId || !user?.uid) {
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 121 |       return;
      â€¦
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 153 |     }
      | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
> 154 |   }, [studentId, user?.uid]);
      | ^^^^ Could not preserve existing manual memoization
  155 |
  156 |   useEffect(() => {
  157 |     void loadAnalytics();"
"app\visualisers\page.tsx","36","28","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `profile.qualification`, but the source dependencies were [profile?.qualification, profile?.examBoard]. Inferred different dependency than source.

C:\Users\cr7ri\cs-platform-clean\app\visualisers\page.tsx:36:28
  34 |   const { profile } = useAuth();
  35 |
> 36 |   const coverage = useMemo(() => {
     |                            ^^^^^^^
> 37 |     if (
     | ^^^^^^^^
> 38 |       !profile?.qualification ||
     â€¦
     | ^^^^^^^^
> 47 |     );
     | ^^^^^^^^
> 48 |   }, [
     | ^^^^ Could not preserve existing manual memoization
  49 |     profile?.qualification,
  50 |     profile?.examBoard,
  51 |   ]);"
"app\visualisers\page.tsx","36","28","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `profile.examBoard`, but the source dependencies were [profile?.qualification, profile?.examBoard]. Inferred different dependency than source.

C:\Users\cr7ri\cs-platform-clean\app\visualisers\page.tsx:36:28
  34 |   const { profile } = useAuth();
  35 |
> 36 |   const coverage = useMemo(() => {
     |                            ^^^^^^^
> 37 |     if (
     | ^^^^^^^^
> 38 |       !profile?.qualification ||
     â€¦
     | ^^^^^^^^
> 47 |     );
     | ^^^^^^^^
> 48 |   }, [
     | ^^^^ Could not preserve existing manual memoization
  49 |     profile?.qualification,
  50 |     profile?.examBoard,
  51 |   ]);"
"hooks\useTeacherIntelligence.ts","18","31","ERROR","react-hooks/preserve-manual-memoization","Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [profile?.role, user?.uid]. Inferred less specific property than source.

C:\Users\cr7ri\cs-platform-clean\hooks\useTeacherIntelligence.ts:18:31
  16 |   const [error, setError] = useState("""");
  17 |
> 18 |   const refresh = useCallback(async () => {
     |                               ^^^^^^^^^^^^^
> 19 |     if (
     | ^^^^^^^^
> 20 |       !user?.uid ||
     â€¦
     | ^^^^^^^^
> 62 |     }
     | ^^^^^^^^
> 63 |   }, [profile?.role, user?.uid]);
     | ^^^^ Could not preserve existing manual memoization
  64 |
  65 |   useEffect(() => {
  66 |     if (authLoading) return;"
"components\adaptive\ReviewSchedule.tsx","26","55","ERROR","react-hooks/purity","Error: Cannot call impure function during render

`Date.now` is an impure function. Calling an impure function can produce unstable results that update unpredictably when the component happens to re-render. (https://react.dev/reference/rules/components-and-hooks-must-be-pure#components-and-hooks-must-be-idempotent).

C:\Users\cr7ri\cs-platform-clean\components\adaptive\ReviewSchedule.tsx:26:55
  24 |       <div className=""mt-5 space-y-3"">
  25 |         {upcoming.map((topic) => {
> 26 |           const due = topic.nextReviewAt.getTime() <= Date.now();
     |                                                       ^^^^^^^^^^ Cannot call impure function
  27 |
  28 |           return (
  29 |             <div"
"components\Simulators\CyberSecurityScenarioSimulator.tsx","116","12","ERROR","react-hooks/purity","Error: Cannot call impure function during render

`Math.random` is an impure function. Calling an impure function can produce unstable results that update unpredictably when the component happens to re-render. (https://react.dev/reference/rules/components-and-hooks-must-be-pure#components-and-hooks-must-be-idempotent).

C:\Users\cr7ri\cs-platform-clean\components\Simulators\CyberSecurityScenarioSimulator.tsx:116:12
  114 |     const unsafe: ChoiceOption = [""unsafe"", simulator.question.unsafe];
  115 |
> 116 |     return Math.random() > 0.5 ? [safe, unsafe] : [unsafe, safe];
      |            ^^^^^^^^^^^^^ Cannot call impure function
  117 |   }, [simulator.question]);
  118 |
  119 |   function checkAnswer() {"
"components\quiz\QuizPlayer.tsx","203","28","ERROR","react-hooks/refs","Error: Cannot access refs during render

React refs are values that are not needed for rendering. Refs should only be accessed outside of render, such as in event handlers or effects. Accessing a ref value (the `current` property) during render can cause your component not to update as expected (https://react.dev/reference/react/useRef).

C:\Users\cr7ri\cs-platform-clean\components\quiz\QuizPlayer.tsx:203:28
  201 |    */
  202 |   const awardedXP =
> 203 |     integrityTerminated || integrityTerminatedRef.current
      |                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ Cannot access ref value during render
  204 |       ? 0
  205 |       : earnedXP;
  206 |"
"components\Simulators\common\useSimulator.tsx","90","42","ERROR","react-hooks/refs","Error: Cannot access refs during render

React refs are values that are not needed for rendering. Refs should only be accessed outside of render, such as in event handlers or effects. Accessing a ref value (the `current` property) during render can cause your component not to update as expected (https://react.dev/reference/react/useRef).

C:\Users\cr7ri\cs-platform-clean\components\Simulators\common\useSimulator.tsx:90:42
  88 |   const initialQuestionId =
  89 |     getQuestionId?.(initialQuestion, ""foundation"") ??
> 90 |     createSessionQuestionId(simulatorId, questionSequenceRef.current);
     |                                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^ Passing a ref to a function may read its value during render
  91 |
  92 |   const [questionId, setQuestionId] = useState(initialQuestionId);
  93 |"
"app\admin\page.tsx","72","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\admin\page.tsx:72:7
  70 |
  71 |     if (!isAdmin) {
> 72 |       setRequests([]);
     |       ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  73 |       setLoadingRequests(false);
  74 |       return;
  75 |     }"
"app\admin\teachers\[teacherId]\page.tsx","85","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\admin\teachers\[teacherId]\page.tsx:85:7
  83 |
  84 |     if (!isAdmin) {
> 85 |       setLoading(false);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  86 |       return;
  87 |     }
  88 |"
"app\admin\teachers\page.tsx","56","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\admin\teachers\page.tsx:56:7
  54 |
  55 |     if (!isAdmin) {
> 56 |       setTeachers([]);
     |       ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  57 |       setLoadingTeachers(false);
  58 |       return;
  59 |     }"
"app\assignments\[assignmentId]\page.tsx","160","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\assignments\[assignmentId]\page.tsx:160:10
  158 |
  159 |   useEffect(() => {
> 160 |     void loadAssignment();
      |          ^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  161 |   }, [loadAssignment]);
  162 |
  163 |   const overdue = useMemo(() => {"
"app\assignments\programming\page.tsx","421","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\assignments\programming\page.tsx:421:10
  419 |
  420 |   useEffect(() => {
> 421 |     void loadAssignments();
      |          ^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  422 |   }, [loadAssignments]);
  423 |
  424 |   const filteredAssignments ="
"app\profile\curriculum\page.tsx","81","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\profile\curriculum\page.tsx:81:7
  79 |       profile?.qualification === ""A_LEVEL""
  80 |     ) {
> 81 |       setQualification(profile.qualification);
     |       ^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  82 |     }
  83 |
  84 |     if ("
"app\quiz\page.tsx","220","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\quiz\page.tsx:220:7
  218 |
  219 |     if (!topicParam) {
> 220 |       setGeneratedQuiz(null);
      |       ^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  221 |       setSelectedQuizId(
  222 |         null,
  223 |       );"
"app\resources\[resourceId]\page.tsx","214","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\resources\[resourceId]\page.tsx:214:10
  212 |
  213 |   useEffect(() => {
> 214 |     void loadResource();
      |          ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  215 |   }, [loadResource]);
  216 |
  217 |   const sectionCount = resource?.content.sections.length ?? 0;"
"app\revision-plan\page.tsx","24","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\revision-plan\page.tsx:24:10
  22 |   }
  23 |   useEffect(() => {
> 24 |     void load();
     |          ^^^^ Avoid calling setState() directly within an effect
  25 |   }, [user?.uid]);
  26 |   if (loading)
  27 |     return ("
"app\teacher\analytics\page.tsx","129","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\analytics\page.tsx:129:7
  127 |
  128 |     if (!user?.uid) {
> 129 |       setCentre(emptyActionCentre);
      |       ^^^^^^^^^ Avoid calling setState() directly within an effect
  130 |       setLoading(false);
  131 |       return;
  132 |     }"
"app\teacher\assignments\[assignmentId]\page.tsx","243","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\app\teacher\assignments\[assignmentId]\page.tsx:243:10
  241 |
  242 |   useEffect(() => {
> 243 |     void loadAssignment();
      |          ^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  244 |   }, [loadAssignment]);
  245 |
  246 |   const completedRows = useMemo("
